'{'{8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,33,25,8,8,8,8,25,33,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,21,33,8,8,8,21,32,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,8,8,21,32,8,8,8,32,21,8,8,21,32,31,31,31,31,31,8,8,31,8,8,8,31,8,8,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,8,8,32,32,8,8,8,32,21,8,8,21,25,30,30,30,30,32,8,8,8,8,8,33,32,8,8,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,21,33,8,32,21,31,32,15,21,21,21,21,21,21,15,32,33,16,21,21,15,8,8,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,8,33,33,32,33,8,8,31,21,30,30,21,21,21,3,16,21,21,21,21,31,35,21,10,33,33,33,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,8,8,8,25,21,21,30,33,28,13,25,21,21,21,21,21,21,31,33,3,21,21,21,21,21,21,33,33,35,21,8,8,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,25,31,32,32,30,30,27,33,33,30,21,21,21,21,21,35,33,28,13,33,33,33,16,21,21,21,35,35,33,8,25,33,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,15,21,0,13,13,13,13,33,16,21,21,21,21,21,21,10,33,28,13,33,33,33,33,21,21,21,21,21,33,33,21,32,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,8,15,30,13,33,33,33,33,21,21,21,33,33,33,33,21,21,21,16,33,25,21,21,30,33,16,21,21,21,21,21,21,32,8,8,8,8,8,8},
'{8,8,8,8,8,8,8,33,10,30,27,33,33,33,33,21,21,3,16,33,33,33,35,35,21,31,33,10,30,30,25,33,16,25,21,21,21,21,25,33,8,8,8,8,8,8},
